dataset,surface_kind,block_column,block_id,axis,n_records,target_count,target_prevalence,donor_count,pair_capacity,target_mean,donor_mean,donor_target_contrast,outcome_scale,opportunity_score,passes_opportunity_gate,label_multiset_preserving_swap_possible,source_note
matbench_expt_gap,composition_axis,none,all,major_element=W,4604,24,0.005212858384013901,462,24,0.0,4.207402597402598,4.207402597402598,1.8125,2.3213255709807434,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Rh,4604,125,0.027150304083405734,462,125,0.08191999999999999,4.207402597402598,4.1254825974025975,1.8125,2.276128329601433,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Rh,4604,105,0.022806255430060818,462,105,0.08714285714285715,4.207402597402598,4.1202597402597405,1.8125,2.2732467532467533,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=C,4604,60,0.013032145960034752,462,60,0.09333333333333332,4.207402597402598,4.114069264069264,1.8125,2.26983131810718,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=U,4604,38,0.008253692441355343,462,38,0.0968421052631579,4.207402597402598,4.11056049213944,1.8125,2.2678954439390013,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Ru,4604,91,0.019765421372719374,462,91,0.09835164835164835,4.207402597402598,4.10905094905095,1.8125,2.2670625925798342,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Re,4604,24,0.005212858384013901,462,24,0.10083333333333333,4.207402597402598,4.106569264069265,1.8125,2.2656933870726976,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Ir,4604,101,0.021937445699391833,462,101,0.10435643564356435,4.207402597402598,4.103046161759034,1.8125,2.263749606487743,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Ir,4604,67,0.014552562988705473,462,67,0.11447761194029853,4.207402597402598,4.092924985462299,1.8125,2.258165509220579,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Fe,4604,92,0.01998262380538662,461,92,0.11271739130434784,4.205357917570499,4.092640526266151,1.8125,2.2580085662158074,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Ru,4604,68,0.014769765421372719,462,68,0.1316176470588235,4.207402597402598,4.075784950343774,1.8125,2.248708938120703,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Tm,4604,70,0.015204170286707211,461,70,0.15757142857142858,4.206702819956616,4.049131391385187,1.8125,2.234003526281483,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Pd,4604,146,0.0317115551694179,462,146,0.16746575342465753,4.207402597402598,4.03993684397794,1.8125,2.228930672539553,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Nb,4604,36,0.007819287576020852,461,36,0.18583333333333335,4.209848156182213,4.02401482284888,1.8125,2.220146109158003,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Ti,4604,99,0.02150304083405734,459,99,0.19434343434343432,4.212657952069717,4.018314517726283,1.8125,2.217001113228294,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Tm,4604,50,0.010860121633362294,461,50,0.1934,4.206702819956616,4.013302819956617,1.8125,2.214236038596754,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Pt,4604,88,0.019113814074717638,461,88,0.1980681818181818,4.209913232104121,4.011845050285939,1.8125,2.2134317518818976,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Zr,4604,73,0.01585577758470895,461,73,0.19808219178082193,4.205704989154013,4.007622797373191,1.8125,2.211102233033485,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=U,4604,78,0.016941789748045177,462,78,0.20923076923076925,4.207402597402598,3.9981718281718286,1.8125,2.2058879051982503,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Os,4604,49,0.010642919200695048,462,49,0.2097959183673469,4.207402597402598,3.997606679035251,1.8125,2.2055760987780695,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Hf,4604,51,0.011077324066029539,461,51,0.20882352941176469,4.204490238611713,3.9956667091999485,1.8125,2.204505770593075,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Tc,4604,25,0.005430060816681147,462,25,0.2268,4.207402597402598,3.980602597402598,1.8125,2.196194536497985,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Mn,4604,94,0.02041702867072111,460,94,0.2193617021276596,4.1963478260869564,3.9769861239592967,1.8125,2.1941992408051294,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Re,4604,50,0.010860121633362294,460,50,0.2314,4.205804347826087,3.974404347826087,1.8125,2.192774812593703,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Tc,4604,23,0.004995655951346655,462,23,0.2465217391304348,4.207402597402598,3.960880858272163,1.8125,2.185313576977745,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Lu,4604,56,0.01216333622936577,461,56,0.2480357142857143,4.204598698481562,3.956562984195848,1.8125,2.1829313016252954,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Yb,4604,57,0.012380538662033015,461,57,0.24894736842105267,4.205206073752711,3.9562587053316585,1.8125,2.18276342363126,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Fe,4604,171,0.037141615986099046,459,171,0.25333333333333335,4.208932461873639,3.9555991285403054,1.8125,2.182399519194651,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Os,4604,39,0.008470894874022588,462,39,0.26358974358974363,4.207402597402598,3.943812853812854,1.8125,2.17589674693123,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
sample_protein_sdl,assay_run_block,run_id,r1gyfsw2us9zp3,frag3=P6F3,6,1,0.16666666666666666,4,1,27.38549218723088,59.202225346904406,31.816733159673525,14.669607375709383,2.168887847152416,True,True,"Public SAMPLE protein self-driving-lab archive; audited as sequence/fragments, agent, assay-run and planned-round binding surfaces, not as evidence of original-campaign corruption."
sample_protein_sdl,assay_run_block,run_id,r1gyfsw2us9zp3,pos3=6,6,1,0.16666666666666666,4,1,27.38549218723088,59.202225346904406,31.816733159673525,14.669607375709383,2.168887847152416,True,True,"Public SAMPLE protein self-driving-lab archive; audited as sequence/fragments, agent, assay-run and planned-round binding surfaces, not as evidence of original-campaign corruption."
matbench_expt_gap,composition_axis,none,all,element=Au,4604,91,0.019765421372719374,462,91,0.2804395604395604,4.207402597402598,3.9269630369630373,1.8125,2.166600296255469,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Ho,4604,73,0.01585577758470895,460,73,0.28301369863013703,4.206739130434783,3.9237254318046455,1.8125,2.164814031340494,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
sample_protein_sdl,planned_round_block,round,10,frag1=P3F1,3,1,0.3333333333333333,1,1,27.38549218723088,60.98029345479347,33.59480126756259,15.529440430268046,2.163297603568754,True,True,"Public SAMPLE protein self-driving-lab archive; audited as sequence/fragments, agent, assay-run and planned-round binding surfaces, not as evidence of original-campaign corruption."
sample_protein_sdl,planned_round_block,round,10,frag3=P6F3,3,1,0.3333333333333333,1,1,27.38549218723088,60.98029345479347,33.59480126756259,15.529440430268046,2.163297603568754,True,True,"Public SAMPLE protein self-driving-lab archive; audited as sequence/fragments, agent, assay-run and planned-round binding surfaces, not as evidence of original-campaign corruption."
sample_protein_sdl,planned_round_block,round,10,pos1=3,3,1,0.3333333333333333,1,1,27.38549218723088,60.98029345479347,33.59480126756259,15.529440430268046,2.163297603568754,True,True,"Public SAMPLE protein self-driving-lab archive; audited as sequence/fragments, agent, assay-run and planned-round binding surfaces, not as evidence of original-campaign corruption."
sample_protein_sdl,planned_round_block,round,10,pos3=6,3,1,0.3333333333333333,1,1,27.38549218723088,60.98029345479347,33.59480126756259,15.529440430268046,2.163297603568754,True,True,"Public SAMPLE protein self-driving-lab archive; audited as sequence/fragments, agent, assay-run and planned-round binding surfaces, not as evidence of original-campaign corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Si,4604,191,0.04148566463944396,460,191,0.29335078534031417,4.205804347826087,3.9124535624857724,1.8125,2.1585950689576676,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Ge,4604,182,0.03953084274543875,460,182,0.2913736263736264,4.203021739130435,3.9116481127568083,1.8125,2.158150682900308,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Ho,4604,44,0.009556907037358819,461,44,0.3018181818181818,4.204772234273319,3.9029540524551374,1.8125,2.1533539599752483,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Cr,4604,96,0.020851433536055605,461,96,0.3084375,4.209154013015184,3.900716513015184,1.8125,2.152119455456653,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Hf,4604,68,0.014769765421372719,460,68,0.3058823529411765,4.20654347826087,3.9006611253196937,1.8125,2.152088896728107,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Sc,4604,65,0.014118158123370982,460,65,0.3109230769230769,4.210260869565217,3.89933779264214,1.8125,2.1513587821473874,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Cr,4604,51,0.011077324066029539,461,51,0.31019607843137254,4.209154013015184,3.898957934583812,1.8125,2.1511492052876204,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Sn,4604,116,0.02519548218940052,459,116,0.3277586206896552,4.21202614379085,3.8842675231011947,1.8125,2.143044150676521,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Ta,4604,35,0.007602085143353606,461,35,0.32828571428571435,4.207418655097614,3.8791329408118997,1.8125,2.140211277689324,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Th,4604,23,0.004995655951346655,462,23,0.3334782608695653,4.207402597402598,3.8739243365330323,1.8125,2.137337564983742,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Mn,4604,192,0.04170286707211121,459,192,0.33963541666666663,4.198823529411765,3.859188112745098,1.8125,2.129207234617985,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Al,4604,151,0.03279756733275413,456,151,0.35980132450331126,4.217083333333333,3.8572820088300217,1.8125,2.1281555910786327,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=C,4604,108,0.023457862728062554,457,108,0.35287037037037045,4.196739606126914,3.8438692357565434,1.8125,2.1207554404174034,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Dy,4604,64,0.013900955690703735,461,64,0.3746875,4.205683297180044,3.830995797180044,1.8125,2.1136528536165757,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Er,4604,41,0.008905299739357081,461,41,0.4058536585365854,4.204772234273319,3.798918575736734,1.8125,2.0959550762685426,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Ce,4604,72,0.015638575152041704,459,72,0.4186111111111111,4.209281045751634,3.790669934640523,1.8125,2.0914041018706335,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Tb,4604,44,0.009556907037358819,460,44,0.42227272727272724,4.209195652173913,3.786922924901186,1.8125,2.0893367861523786,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Yb,4604,113,0.024543874891398785,460,113,0.4266371681415929,4.205152173913044,3.778515005771451,1.8125,2.0846979342187315,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Zr,4604,104,0.022589052997393572,460,104,0.4391346153846154,4.207847826086957,3.7687132107023418,1.8125,2.0792900472840508,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Lu,4604,75,0.01629018245004344,460,75,0.4494666666666667,4.205695652173913,3.7562289855072457,1.8125,2.072402198900549,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Ti,4604,159,0.03453518679409209,448,159,0.4854716981132075,4.228861607142857,3.7433899090296494,1.8125,2.065318570499117,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Mg,4604,98,0.021285838401390096,456,98,0.45795918367346933,4.195153508771929,3.73719432509846,1.8125,2.061900317295702,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Mg,4604,153,0.03323197219808862,454,153,0.46712418300653596,4.19715859030837,3.7300344073018343,1.8125,2.057950017821702,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
sample_protein_sdl,planned_round_block,round,11,frag3=P6F3,7,1,0.14285714285714285,2,1,27.38549218723088,59.220708588594746,31.835216401363866,15.529440430268046,2.0499912114872236,True,True,"Public SAMPLE protein self-driving-lab archive; audited as sequence/fragments, agent, assay-run and planned-round binding surfaces, not as evidence of original-campaign corruption."
sample_protein_sdl,planned_round_block,round,11,pos3=6,7,1,0.14285714285714285,2,1,27.38549218723088,59.220708588594746,31.835216401363866,15.529440430268046,2.0499912114872236,True,True,"Public SAMPLE protein self-driving-lab archive; audited as sequence/fragments, agent, assay-run and planned-round binding surfaces, not as evidence of original-campaign corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Pb,4604,127,0.027584708948740225,456,127,0.5081889763779528,4.2157675438596485,3.7075785674816957,1.8125,2.0455605889554183,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Pr,4604,57,0.012380538662033015,460,57,0.5059649122807017,4.210413043478261,3.7044481311975592,1.8125,2.043833451695205,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Y,4604,46,0.00999131190269331,460,46,0.5130434782608696,4.205913043478262,3.692869565217392,1.8125,2.0374452773613196,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Tb,4604,78,0.016941789748045177,457,78,0.5203846153846153,4.212450765864333,3.692066150479718,1.8125,2.0370020140577756,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Ce,4604,123,0.026715899218071243,458,123,0.5395934959349593,4.211484716157205,3.671891220222246,1.8125,2.0258710180536528,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Eu,4604,40,0.008688097306689836,460,40,0.54,4.209173913043479,3.669173913043479,1.8125,2.024371814092954,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Er,4604,68,0.014769765421372719,458,68,0.5658823529411765,4.210349344978166,3.6444669920369894,1.8125,2.0107404093997183,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Th,4604,47,0.010208514335360555,460,47,0.5719148936170213,4.212717391304348,3.6408024976873263,1.8125,2.0087186194136972,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Si,4604,260,0.05647263249348393,452,260,0.5778461538461538,4.213340707964602,3.6354945541184485,1.8125,2.0057900988239714,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=W,4604,68,0.014769765421372719,454,68,0.5895588235294118,4.213237885462555,3.623679061933143,1.8125,1.9992712065838032,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Tl,4604,94,0.02041702867072111,460,94,0.5879787234042553,4.210521739130435,3.6225430157261798,1.8125,1.9986444224696165,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Nd,4604,63,0.01368375325803649,459,63,0.589047619047619,4.205424836601307,3.616377217553688,1.8125,1.9952426027882415,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Dy,4604,88,0.019113814074717638,457,88,0.5963636363636364,4.206739606126915,3.610375969763278,1.8125,1.9919315695245672,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Sm,4604,73,0.01585577758470895,460,73,0.6156164383561643,4.208391304347827,3.5927748659916623,1.8125,1.982220615719538,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Al,4604,224,0.04865334491746308,446,224,0.6295982142857143,4.219977578475336,3.590379364189622,1.8125,1.980898959552895,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Sb,4604,196,0.04257167680278019,461,196,0.6200510204081632,4.209154013015184,3.589102992607021,1.8125,1.9801947545418046,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Nd,4604,101,0.021937445699391833,456,101,0.6338613861386139,4.2071929824561405,3.5733315963175265,1.8125,1.9714932945200145,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Pr,4604,88,0.019113814074717638,456,88,0.6464772727272727,4.213925438596491,3.5674481658692185,1.8125,1.9682472639278448,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Ca,4604,59,0.012814943527367506,458,59,0.6364406779661016,4.187096069868995,3.550655391902894,1.8125,1.9589822851878036,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Cu,4604,184,0.03996524761077324,452,184,0.6770652173913042,4.2266150442477874,3.549549826856483,1.8125,1.9583723182656458,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=Sr,4604,43,0.009339704604691572,455,43,0.6809302325581396,4.209758241758242,3.5288280092001023,1.8125,1.9469395912828151,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=In,4604,209,0.04539530842745439,456,209,0.7016746411483252,4.217763157894737,3.5160885167464118,1.8125,1.9399109057911237,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Sc,4604,102,0.022154648132059078,451,102,0.7024509803921569,4.2073170731707314,3.5048660927785744,1.8125,1.933719223601972,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,element=Tl,4604,142,0.030842745438748913,458,142,0.722394366197183,4.215786026200874,3.4933916600036907,1.8125,1.9273885020710018,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
matbench_expt_gap,composition_axis,none,all,major_element=As,4604,160,0.03475238922675934,461,160,0.7240624999999999,4.207852494577006,3.483789994577006,1.8125,1.9220910314907618,True,True,"Public Matbench experimental band-gap records loaded through matminer; audited as composition-axis binding surfaces, not as evidence of corruption."
